age,gender,senior_citizen,has_partner,has_dependents,tenure_months,contract_type,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,paperless_billing,payment_method,monthly_charges,total_charges,data_usage_gb,num_tech_tickets,num_admin_tickets,satisfaction_score,num_services,avg_monthly_spend,charge_per_service,is_high_value,tenure_group,ticket_total,has_any_ticket,charge_x_tenure,low_satisfaction
55,Male,0,1,1,60,Month-to-Month,1,No,DSL,No,No,No,No,No,Yes,1,Bank Transfer,49.7,2983.76,1.21,1,1,2.4,2,49.72933333333334,24.85,49.7,49+ mo,2,1,2982.0,1
48,Female,0,0,0,44,Month-to-Month,0,No Phone,Fiber Optic,Yes,No,Yes,Yes,Yes,No,1,Bank Transfer,67.74,2974.21,2.03,1,0,3.9,4,67.59568181818182,16.935,67.74,25-48 mo,1,1,2980.56,0
47,Female,0,1,1,4,One Year,1,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,No,1,Bank Transfer,90.17,364.12,26.18,2,1,4.5,5,91.03,18.034,90.17,0-12 mo,3,1,360.68,0
59,Male,0,1,1,67,One Year,1,Yes,Fiber Optic,No,No,No,No,Yes,No,1,Credit Card,84.81,5698.41,15.5,0,1,,2,85.05089552238806,42.405,84.81,49+ mo,1,1,5682.27,0
27,Female,0,1,0,12,Two Year,0,No Phone,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Credit Card,22.75,261.6,0.0,1,1,3.5,0,21.8,,22.75,0-12 mo,2,1,273.0,0
38,Male,0,0,0,14,One Year,0,No Phone,Fiber Optic,Yes,No,No,No,No,Yes,1,Credit Card,61.96,901.99,32.64,3,2,2.8,2,64.42785714285715,30.98,61.96,13-24 mo,5,1,867.44,1
44,Female,0,1,0,60,Two Year,1,No,DSL,No,No,No,No,Yes,No,0,Mailed Check,65.0,3891.64,10.12,0,2,4.5,2,64.86066666666666,32.5,65.0,49+ mo,2,1,3900.0,0
36,Male,0,0,1,22,Month-to-Month,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,0,Mailed Check,30.32,636.25,0.0,0,1,3.5,1,28.920454545454547,30.32,30.32,13-24 mo,1,1,667.04,0
58,Female,0,0,0,27,Month-to-Month,0,No Phone,Fiber Optic,Yes,No,No,Yes,No,No,0,Mailed Check,68.66,1840.17,26.22,1,0,3.2,2,68.15444444444445,34.33,68.66,25-48 mo,1,1,1853.82,0
59,Female,0,0,0,55,One Year,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,0,Mailed Check,25.93,1449.93,0.0,3,0,5.0,1,26.362363636363636,25.93,25.93,49+ mo,3,1,1426.15,0
37,Female,0,1,1,12,Month-to-Month,1,Yes,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Electronic Check,32.49,385.35,0.0,1,2,2.3,1,32.112500000000004,32.49,32.49,0-12 mo,3,1,389.88,1
21,Female,0,0,0,2,Month-to-Month,1,No,Fiber Optic,Yes,No,Yes,No,No,Yes,1,Bank Transfer,86.36,155.83,15.11,1,2,3.2,4,77.915,21.59,86.36,0-12 mo,3,1,172.72,0
56,Male,0,0,0,4,One Year,0,No Phone,Fiber Optic,No,Yes,No,No,Yes,No,0,Mailed Check,69.43,269.35,5.99,1,0,4.5,2,67.3375,34.715,69.43,0-12 mo,1,1,277.72,0
49,Male,0,0,0,8,Two Year,1,Yes,Fiber Optic,No,No,No,No,No,No,0,Credit Card,65.11,516.18,20.55,2,1,4.0,1,64.5225,65.11,65.11,0-12 mo,3,1,520.88,0
34,Male,0,1,0,29,Month-to-Month,1,Yes,DSL,No,No,Yes,No,No,No,1,Electronic Check,63.95,1844.15,13.23,2,0,3.7,2,63.591379310344834,31.975,63.95,25-48 mo,2,1,1854.5500000000002,0
31,Male,0,0,1,43,One Year,1,No,Fiber Optic,No,No,No,No,No,No,1,Bank Transfer,72.67,3131.53,7.97,0,0,2.9,1,72.82627906976745,72.67,72.67,25-48 mo,0,0,3124.81,1
48,Female,0,1,1,14,One Year,1,No,DSL,No,Yes,No,Yes,No,No,1,Electronic Check,59.11,825.52,9.25,1,0,2.1,3,58.965714285714284,19.703333333333333,59.11,13-24 mo,1,1,827.54,1
51,Female,0,0,0,8,One Year,1,No,Fiber Optic,No,Yes,No,Yes,No,Yes,1,Bank Transfer,83.15,664.77,4.27,0,2,4.1,4,83.09625,20.7875,83.15,0-12 mo,2,1,665.2,0
29,Male,0,0,0,72,Month-to-Month,1,Yes,DSL,Yes,No,Yes,No,Yes,Yes,0,Credit Card,79.68,5727.79,21.7,0,0,5.0,5,79.5526388888889,15.936000000000002,79.68,49+ mo,0,0,5736.960000000001,0
51,Male,0,1,1,72,One Year,1,No,Fiber Optic,Yes,No,Yes,No,No,No,0,Bank Transfer,79.45,5720.400000000001,22.92,1,2,2.6,3,79.45,26.483333333333334,79.45,49+ mo,3,1,5720.400000000001,1
55,Male,0,1,0,1,One Year,1,Yes,Fiber Optic,No,No,No,No,No,No,1,Bank Transfer,82.11,82.11,7.19,1,1,3.2,1,82.11,82.11,82.11,0-12 mo,2,1,82.11,0
46,Female,0,1,1,1,Month-to-Month,1,No,DSL,No,No,Yes,Yes,Yes,Yes,0,Mailed Check,78.25,78.25,36.45,2,0,4.2,5,78.25,15.65,78.25,0-12 mo,2,1,78.25,0
34,Male,0,0,0,3,Month-to-Month,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Bank Transfer,31.83,99.67,0.0,0,0,4.1,1,33.223333333333336,31.83,31.83,0-12 mo,0,0,95.49,0
48,Female,0,0,0,27,Month-to-Month,1,No,DSL,No,No,Yes,Yes,No,No,1,Credit Card,55.79,1567.42,1.78,0,1,3.5,3,58.052592592592596,18.596666666666668,55.79,25-48 mo,1,1,1506.33,0
31,Female,0,0,0,64,Two Year,1,Yes,Fiber Optic,Yes,No,No,No,No,Yes,0,Credit Card,91.14,5868.53,3.29,1,1,3.4,3,91.69578125,30.38,91.14,49+ mo,2,1,5832.96,0
20,Female,0,0,1,72,One Year,1,No,DSL,Yes,No,Yes,No,No,No,0,Bank Transfer,52.7,3779.08,29.31,0,0,4.2,3,52.48722222222222,17.566666666666666,52.7,49+ mo,0,0,3794.4,0
20,Male,0,0,1,13,Month-to-Month,1,Yes,DSL,Yes,No,No,No,Yes,No,1,Credit Card,66.73,845.34,42.76,0,1,1.9,3,65.02615384615385,22.243333333333336,66.73,13-24 mo,1,1,867.49,1
29,Female,0,0,0,5,Two Year,1,Yes,DSL,No,Yes,No,No,Yes,No,1,Credit Card,66.06,320.27,20.15,1,2,4.7,3,64.054,22.02,66.06,0-12 mo,3,1,330.3,0
40,Male,0,1,0,28,Month-to-Month,1,Yes,Fiber Optic,Yes,Yes,No,No,No,No,0,Electronic Check,96.06,2694.87,31.37,4,1,4.1,3,96.24535714285715,32.02,96.06,25-48 mo,5,1,2689.6800000000003,0
37,Male,0,1,1,3,Month-to-Month,1,No,DSL,No,Yes,Yes,No,Yes,Yes,0,Bank Transfer,64.84,217.98,31.6,2,0,4.3,5,72.66,12.968,64.84,0-12 mo,2,1,194.52,0
23,Male,0,1,1,11,Month-to-Month,1,Yes,DSL,No,Yes,No,Yes,Yes,No,1,Credit Card,64.48,698.15,51.12,5,0,2.8,4,63.46818181818182,16.12,64.48,0-12 mo,5,1,709.2800000000001,1
39,Female,0,1,0,20,Two Year,1,No,DSL,No,Yes,No,No,No,No,1,Electronic Check,57.44,1151.73,60.77,2,0,2.4,2,57.5865,28.72,57.44,13-24 mo,2,1,1148.8,1
44,Female,0,1,1,28,Month-to-Month,1,Yes,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Bank Transfer,32.36,916.69,0.0,0,3,2.8,1,32.73892857142857,32.36,32.36,25-48 mo,3,1,906.0799999999999,1
50,Female,0,1,1,42,Month-to-Month,1,Yes,DSL,No,Yes,Yes,No,Yes,Yes,1,Electronic Check,72.18,3071.49,0.68,1,2,1.6,5,73.13071428571428,14.436000000000002,72.18,25-48 mo,3,1,3031.5600000000004,1
34,Female,0,1,0,28,Two Year,0,No Phone,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Credit Card,24.42,688.74,0.0,1,1,5.0,0,24.597857142857144,,24.42,25-48 mo,2,1,683.76,0
54,Male,0,0,0,1,One Year,1,Yes,DSL,No,Yes,No,Yes,No,No,0,Electronic Check,65.29,82.27,13.19,2,2,2.6,3,82.27,21.763333333333335,65.29,0-12 mo,4,1,65.29,1
80,Male,1,0,0,34,One Year,1,Yes,Fiber Optic,No,No,No,No,Yes,Yes,0,Electronic Check,87.22,2973.09,14.15,2,1,2.0,3,87.44382352941177,29.073333333333334,87.22,25-48 mo,3,1,2965.48,1
51,Male,0,0,0,72,Month-to-Month,0,No Phone,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Electronic Check,19.4,1396.25,0.0,1,0,2.3,0,19.39236111111111,,19.4,49+ mo,1,1,1396.8,1
40,Female,0,1,0,5,Month-to-Month,1,No,Fiber Optic,No,No,Yes,No,No,No,1,Mailed Check,76.88,414.25,53.09,3,2,3.7,2,82.85,38.44,76.88,0-12 mo,5,1,384.4,0
60,Male,1,1,0,59,Month-to-Month,1,Yes,Fiber Optic,No,No,Yes,No,No,No,1,Credit Card,98.73,5815.52,2.22,1,1,4.5,2,98.56813559322035,49.365,98.73,49+ mo,2,1,5825.070000000001,0
48,Female,0,1,0,12,Month-to-Month,1,Yes,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Bank Transfer,41.96,479.07,0.0,0,0,2.4,1,39.9225,41.96,41.96,0-12 mo,0,0,503.52,1
46,Female,0,1,0,9,Two Year,1,Yes,DSL,No,Yes,No,No,Yes,No,0,Mailed Check,74.6,683.5,32.75,4,0,5.0,3,75.94444444444444,24.866666666666664,74.6,0-12 mo,4,1,671.4,0
66,Female,1,1,0,39,Two Year,1,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,0,Electronic Check,92.73,3629.32,48.82,0,1,4.0,4,93.05948717948718,23.1825,92.73,25-48 mo,1,1,3616.4700000000003,0
46,Female,0,0,0,48,Month-to-Month,1,Yes,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,0,Bank Transfer,39.36,1890.22,0.0,4,0,4.3,1,39.379583333333336,39.36,39.36,25-48 mo,4,1,1889.28,0
53,Female,0,1,1,72,One Year,1,No,Fiber Optic,Yes,No,Yes,No,No,Yes,0,Credit Card,97.24,7001.28,0.5,1,0,2.6,4,97.24,24.31,97.24,49+ mo,1,1,7001.28,1
57,Male,0,0,0,72,One Year,1,Yes,DSL,Yes,Yes,No,No,No,Yes,1,Mailed Check,66.2,4766.400000000001,15.83,2,1,1.9,4,66.2,16.55,66.2,49+ mo,3,1,4766.400000000001,1
42,Female,0,0,0,3,Month-to-Month,1,Yes,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,0,Mailed Check,34.56,98.82,0.0,2,0,5.0,1,32.94,34.56,34.56,0-12 mo,2,1,103.68,0
44,Female,0,0,0,35,One Year,1,No,Fiber Optic,No,No,Yes,Yes,No,No,1,Mailed Check,74.02,2617.96,7.35,3,0,3.8,3,74.79885714285714,24.673333333333332,74.02,25-48 mo,3,1,2590.7,0
36,Male,0,0,1,46,Month-to-Month,1,Yes,Fiber Optic,No,Yes,No,No,No,No,0,Electronic Check,67.0,3058.43,1.62,2,1,2.6,2,66.48760869565217,33.5,67.0,25-48 mo,3,1,3082.0,1
53,Female,0,0,0,24,Month-to-Month,1,No,Fiber Optic,No,No,No,No,No,No,1,Bank Transfer,80.55,1913.73,10.79,1,2,3.4,1,79.73875,80.55,80.55,13-24 mo,3,1,1933.1999999999998,0
61,Male,1,0,1,8,Month-to-Month,1,No,Fiber Optic,No,No,Yes,Yes,Yes,No,1,Credit Card,99.85,794.59,31.16,0,1,3.5,4,99.32375,24.9625,99.85,0-12 mo,1,1,798.8,0
40,Male,0,1,0,29,Month-to-Month,1,No,Fiber Optic,Yes,Yes,No,No,No,No,1,Mailed Check,78.78,2294.6,6.51,2,1,2.6,3,79.12413793103448,26.26,78.78,25-48 mo,3,1,2284.62,1
18,Male,0,1,1,37,One Year,1,Yes,Fiber Optic,Yes,No,No,Yes,No,No,0,Bank Transfer,71.37,2627.1,107.98,3,0,2.2,3,71.0027027027027,23.790000000000003,71.37,25-48 mo,3,1,2640.69,1
28,Male,0,1,0,40,Month-to-Month,1,Yes,DSL,No,No,No,No,No,No,0,Electronic Check,48.01,1899.47,8.4,2,1,4.0,1,47.48675,48.01,48.01,25-48 mo,3,1,1920.3999999999999,0
30,Female,0,0,1,18,Two Year,0,No Phone,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Credit Card,20.02,390.73,0.0,1,0,5.0,0,21.707222222222224,,20.02,13-24 mo,1,1,360.36,0
49,Male,0,1,1,20,Month-to-Month,1,Yes,DSL,No,No,Yes,Yes,No,No,1,Credit Card,63.44,1264.53,0.93,1,0,4.8,3,63.2265,21.146666666666665,63.44,13-24 mo,1,1,1268.8,0
26,Male,0,1,1,53,One Year,0,No Phone,DSL,Yes,Yes,No,No,Yes,Yes,0,Electronic Check,69.33,3658.7,24.31,0,1,4.1,4,69.0320754716981,17.3325,69.33,49+ mo,1,1,3674.49,0
34,Male,0,1,1,14,One Year,1,No,DSL,No,No,No,Yes,Yes,No,1,Mailed Check,67.11,940.28,7.53,0,0,3.1,3,67.16285714285713,22.37,67.11,13-24 mo,0,0,939.54,0
38,Female,0,0,0,11,Two Year,1,No,DSL,No,No,No,Yes,Yes,Yes,0,Bank Transfer,67.08,717.48,37.11,1,1,3.6,4,65.22545454545455,16.77,67.08,0-12 mo,2,1,737.88,0
38,Female,0,0,0,15,Month-to-Month,1,No,Fiber Optic,No,No,No,No,No,Yes,1,Mailed Check,82.57,1203.28,7.11,0,1,4.1,2,80.21866666666666,41.285,82.57,13-24 mo,1,1,1238.55,0
18,Female,0,1,1,11,Month-to-Month,1,Yes,DSL,No,No,Yes,Yes,Yes,No,1,Credit Card,82.07,908.77,1.95,3,1,3.3,4,82.61545454545454,20.5175,82.07,0-12 mo,4,1,902.77,0
45,Male,0,1,1,18,Month-to-Month,1,No,DSL,Yes,No,No,Yes,Yes,No,0,Electronic Check,65.57,1188.1,10.95,3,2,,4,66.00555555555555,16.3925,65.57,13-24 mo,5,1,1180.2599999999998,0
33,Female,0,0,0,70,Two Year,0,No Phone,DSL,Yes,No,No,Yes,No,No,0,Mailed Check,42.01,2969.87,43.54,0,0,3.2,2,42.42671428571428,21.005,42.01,49+ mo,0,0,2940.7,0
36,Female,0,0,0,72,One Year,0,No Phone,Fiber Optic,Yes,No,No,Yes,No,Yes,0,Credit Card,64.17,4620.24,22.81,2,2,2.1,3,64.17,21.39,64.17,49+ mo,4,1,4620.24,1
40,Male,0,0,0,58,Month-to-Month,0,No Phone,Fiber Optic,Yes,Yes,No,No,Yes,Yes,0,Mailed Check,73.89,4274.96,14.32,1,0,2.6,4,73.70620689655172,18.4725,73.89,49+ mo,1,1,4285.62,1
30,Male,0,0,0,16,One Year,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes,1,Mailed Check,72.54,1141.26,28.8,0,0,2.9,6,71.32875,12.090000000000002,72.54,13-24 mo,0,0,1160.64,1
36,Male,0,0,0,69,Month-to-Month,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Credit Card,32.3,2237.31,0.0,2,1,3.4,1,32.42478260869565,32.3,32.3,49+ mo,3,1,2228.7,0
54,Male,0,0,1,72,Month-to-Month,1,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,0,Bank Transfer,99.46,7149.79,5.85,0,2,4.5,5,99.3026388888889,19.892,99.46,49+ mo,2,1,7161.12,0
39,Male,0,1,1,3,One Year,1,No,DSL,No,No,Yes,Yes,Yes,Yes,0,Credit Card,70.94,243.34,23.86,0,1,1.6,5,81.11333333333333,14.187999999999999,70.94,0-12 mo,1,1,212.82,1
40,Female,0,0,0,18,Month-to-Month,1,No,DSL,No,No,Yes,No,No,No,0,Mailed Check,46.24,816.53,4.53,3,3,2.5,2,45.36277777777778,23.12,46.24,13-24 mo,6,1,832.32,1
44,Male,0,0,0,72,One Year,1,No,DSL,No,Yes,No,Yes,Yes,No,1,Bank Transfer,60.2,4334.400000000001,44.3,0,1,3.8,4,60.20000000000001,15.05,60.2,49+ mo,1,1,4334.400000000001,0
76,Male,1,0,0,72,Two Year,1,No,Fiber Optic,No,Yes,No,No,Yes,Yes,0,Electronic Check,90.51,6516.72,35.75,1,2,2.1,4,90.51,22.6275,90.51,49+ mo,3,1,6516.72,1
28,Male,0,1,0,7,Month-to-Month,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,0,Bank Transfer,35.57,251.66,0.0,3,0,3.3,1,35.95142857142857,35.57,35.57,0-12 mo,3,1,248.99,0
31,Female,0,1,1,14,Month-to-Month,1,Yes,Fiber Optic,No,Yes,No,Yes,No,Yes,0,Electronic Check,97.17,1334.78,25.98,2,1,2.9,4,95.34142857142857,24.2925,97.17,13-24 mo,3,1,1360.38,1
30,Female,0,0,0,12,Month-to-Month,1,No,Fiber Optic,No,No,No,No,No,No,0,Mailed Check,81.21,992.92,11.5,2,0,2.3,1,82.74333333333333,81.21,81.21,0-12 mo,2,1,974.52,1
35,Female,0,1,0,24,Two Year,1,No,DSL,Yes,No,Yes,No,No,No,1,Mailed Check,59.98,1412.53,3.31,3,0,4.5,3,58.85541666666666,19.993333333333332,59.98,13-24 mo,3,1,1439.52,0
59,Male,0,0,0,11,Month-to-Month,1,Yes,DSL,No,No,Yes,No,No,No,1,Electronic Check,58.16,637.0,3.34,1,0,4.3,2,57.90909090909091,29.08,58.16,0-12 mo,1,1,639.76,0
30,Female,0,0,0,38,Month-to-Month,1,No,DSL,No,No,No,No,No,Yes,1,Electronic Check,60.84,2302.46,4.34,1,0,3.0,2,60.59105263157895,30.42,60.84,25-48 mo,1,1,2311.92,0
42,Female,0,0,1,7,One Year,1,Yes,DSL,Yes,No,No,No,Yes,Yes,1,Bank Transfer,78.46,574.79,62.89,2,2,5.0,4,82.11285714285714,19.615,78.46,0-12 mo,4,1,549.2199999999999,0
54,Female,0,1,0,72,Two Year,1,No,DSL,No,No,No,Yes,No,No,1,Credit Card,53.78,3872.16,4.66,1,2,5.0,2,53.78,26.89,53.78,49+ mo,3,1,3872.16,0
45,Female,0,0,1,18,Two Year,1,No,Fiber Optic,No,Yes,No,No,No,No,1,Electronic Check,79.82,1418.75,63.78,1,0,4.9,2,78.81944444444444,39.91,79.82,13-24 mo,1,1,1436.7599999999998,0
26,Male,0,1,1,34,Month-to-Month,1,Yes,Fiber Optic,No,No,Yes,No,No,No,1,Bank Transfer,86.03,2932.0,24.3,1,0,3.2,2,86.23529411764706,43.015,86.03,25-48 mo,1,1,2925.02,0
41,Female,0,1,0,72,Two Year,0,No Phone,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Electronic Check,21.58,1553.7599999999998,0.0,1,0,3.5,0,21.58,,21.58,49+ mo,1,1,1553.7599999999998,0
21,Male,0,1,1,35,One Year,1,No,DSL,Yes,No,No,No,No,No,1,Mailed Check,52.68,1848.61,5.19,3,0,3.0,2,52.81742857142857,26.34,52.68,25-48 mo,3,1,1843.8,0
20,Male,0,1,1,55,Month-to-Month,1,No,DSL,No,Yes,Yes,No,No,No,0,Mailed Check,62.01,3380.21,0.92,0,0,3.2,3,61.458363636363636,20.669999999999998,62.01,49+ mo,0,0,3410.5499999999997,0
51,Male,0,1,1,3,Month-to-Month,0,No Phone,Fiber Optic,Yes,No,Yes,No,No,Yes,1,Bank Transfer,77.09,222.15,65.97,1,1,2.8,3,74.05,25.69666666666667,77.09,0-12 mo,2,1,231.27,1
61,Female,1,0,1,11,One Year,0,No Phone,DSL,No,Yes,Yes,No,No,No,0,Electronic Check,41.83,449.69,0.69,3,0,3.5,2,40.88090909090909,20.915,41.83,0-12 mo,3,1,460.13,0
35,Female,0,0,1,19,Two Year,1,No,Fiber Optic,No,No,Yes,No,No,No,0,Mailed Check,66.69,1280.77,157.12,1,1,4.8,2,67.40894736842105,33.345,66.69,13-24 mo,2,1,1267.11,0
44,Male,0,1,1,1,Month-to-Month,0,No Phone,DSL,Yes,Yes,No,No,Yes,Yes,0,Electronic Check,58.31,58.31,25.8,1,2,5.0,4,58.31,14.5775,58.31,0-12 mo,3,1,58.31,0
54,Male,0,1,0,72,One Year,1,Yes,Fiber Optic,No,Yes,No,No,No,No,1,Bank Transfer,83.13,5939.71,24.29,1,1,2.5,2,82.49597222222222,41.565,83.13,49+ mo,2,1,5985.36,1
18,Female,0,1,1,23,Two Year,1,Yes,DSL,No,No,Yes,Yes,Yes,Yes,1,Credit Card,90.86,2096.2,23.19,0,0,2.8,5,91.1391304347826,18.172,90.86,13-24 mo,0,0,2089.78,1
33,Female,0,0,0,7,One Year,1,No,DSL,Yes,Yes,No,No,No,No,1,Bank Transfer,45.85,327.38,2.76,5,0,4.6,3,46.76857142857143,15.283333333333333,45.85,0-12 mo,5,1,320.95,0
70,Male,1,0,0,72,One Year,1,No,Fiber Optic,No,No,Yes,No,No,No,1,Electronic Check,83.27,5995.44,14.68,2,1,5.0,2,83.27,41.635,83.27,49+ mo,3,1,5995.44,0
42,Female,0,1,1,55,Month-to-Month,1,Yes,DSL,No,No,Yes,No,No,Yes,1,Electronic Check,62.96,3481.84,15.2,0,0,3.9,3,63.30618181818182,20.986666666666668,62.96,49+ mo,0,0,3462.8,0
43,Male,0,1,1,20,Month-to-Month,1,Yes,DSL,No,No,Yes,No,Yes,Yes,1,Bank Transfer,70.8,1422.68,7.81,0,3,3.3,4,71.134,17.7,70.8,13-24 mo,3,1,1416.0,0
37,Male,0,1,1,72,Month-to-Month,1,Yes,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Bank Transfer,37.29,2653.59,0.0,3,1,3.5,1,36.85541666666667,37.29,37.29,49+ mo,4,1,2684.88,0
34,Male,0,1,0,72,Month-to-Month,1,No,DSL,Yes,No,No,No,No,No,0,Bank Transfer,51.85,3731.03,31.64,1,0,2.8,2,51.819861111111116,25.925,51.85,49+ mo,1,1,3733.2000000000003,1
46,Female,0,0,1,5,Two Year,1,No,DSL,No,No,Yes,No,No,Yes,1,Credit Card,67.29,365.46,4.59,0,1,2.3,3,73.092,22.430000000000003,67.29,0-12 mo,1,1,336.45000000000005,1
31,Male,0,1,0,26,Two Year,1,Yes,Fiber Optic,No,Yes,No,No,No,Yes,0,Mailed Check,79.77,2075.19,40.19,3,0,4.2,3,79.815,26.59,79.77,25-48 mo,3,1,2074.02,0
21,Female,0,1,1,35,One Year,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Electronic Check,34.1,1177.43,0.0,0,0,4.3,1,33.64085714285714,34.1,34.1,25-48 mo,0,0,1193.5,0
34,Female,0,0,0,72,Month-to-Month,1,No,DSL,Yes,No,No,No,No,No,1,Mailed Check,59.57,4289.04,28.83,2,1,4.1,2,59.57,29.785,59.57,49+ mo,3,1,4289.04,0
28,Female,0,1,0,2,Month-to-Month,1,No,Fiber Optic,No,No,Yes,Yes,Yes,No,1,Bank Transfer,78.37,123.11,61.33,0,1,3.5,4,61.555,19.5925,78.37,0-12 mo,1,1,156.74,0
33,Female,0,0,0,10,Month-to-Month,0,No Phone,Fiber Optic,No,Yes,No,No,No,No,1,Bank Transfer,77.58,794.16,45.26,2,0,4.1,1,79.416,77.58,77.58,0-12 mo,2,1,775.8,0
37,Male,0,0,0,11,Month-to-Month,1,No,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Mailed Check,29.68,329.24,0.0,2,2,3.4,1,29.930909090909093,29.68,29.68,0-12 mo,4,1,326.48,0
43,Female,0,0,0,18,One Year,1,Yes,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Electronic Check,40.64,720.7,0.0,2,0,2.5,1,40.03888888888889,40.64,40.64,13-24 mo,2,1,731.52,1
32,Female,0,0,1,8,Month-to-Month,1,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,1,Bank Transfer,95.22,785.36,39.74,3,0,4.0,5,98.17,19.044,95.22,0-12 mo,3,1,761.76,0
23,Female,0,1,1,1,Month-to-Month,1,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,1,Electronic Check,82.06,98.32,38.1,1,4,3.6,4,98.32,20.515,82.06,0-12 mo,5,1,82.06,0
30,Male,0,0,0,50,Month-to-Month,1,No,DSL,No,No,No,No,Yes,No,1,Mailed Check,51.7,2571.82,7.85,0,0,3.3,2,51.436400000000006,25.85,51.7,49+ mo,0,0,2585.0,0
41,Female,0,1,1,26,Month-to-Month,1,Yes,Fiber Optic,No,Yes,No,No,No,No,1,Mailed Check,97.08,2560.68,26.8,2,2,4.8,2,98.4876923076923,48.54,97.08,25-48 mo,4,1,2524.08,0
51,Male,0,1,1,18,Month-to-Month,0,No Phone,Fiber Optic,No,Yes,No,Yes,No,No,0,Electronic Check,59.94,1058.05,9.89,1,0,,2,58.78055555555555,29.97,59.94,13-24 mo,1,1,1078.92,0
48,Female,0,0,0,31,Month-to-Month,1,No,Fiber Optic,Yes,No,No,No,No,No,1,Credit Card,86.34,2673.54,1.41,2,0,3.2,2,86.2432258064516,43.17,86.34,25-48 mo,2,1,2676.54,0
43,Male,0,0,1,16,Month-to-Month,0,No Phone,DSL,No,No,No,No,No,No,1,Credit Card,34.45,552.93,30.65,0,0,3.7,0,34.558125,,34.45,13-24 mo,0,0,551.2,0
18,Male,0,1,1,26,Two Year,1,No,DSL,Yes,No,No,No,No,No,0,Mailed Check,58.38,1497.41,68.48,0,1,3.8,2,57.59269230769231,29.19,58.38,25-48 mo,1,1,1517.88,0
50,Male,0,0,0,42,Month-to-Month,0,No Phone,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Credit Card,18.0,740.25,0.0,0,0,4.2,0,17.625,,18.0,25-48 mo,0,0,756.0,0
54,Female,0,1,1,39,One Year,1,No,DSL,No,No,Yes,Yes,No,No,0,Bank Transfer,60.23,2345.63,14.81,0,0,4.1,3,60.14435897435898,20.076666666666664,60.23,25-48 mo,0,0,2348.97,0
48,Male,0,1,1,5,Month-to-Month,1,No,Fiber Optic,No,No,No,Yes,No,No,0,Electronic Check,72.87,344.73,10.01,0,0,2.2,2,68.946,36.435,72.87,0-12 mo,0,0,364.35,1
42,Male,0,0,0,13,Month-to-Month,1,No,Fiber Optic,Yes,No,No,No,No,No,1,Credit Card,81.44,1039.48,7.08,0,0,4.8,2,79.96000000000001,40.72,81.44,13-24 mo,0,0,1058.72,0
34,Male,0,0,1,72,Month-to-Month,1,Yes,Fiber Optic,Yes,No,Yes,Yes,No,Yes,1,Mailed Check,111.65,8012.07,9.49,1,0,2.8,5,111.27875,22.330000000000002,111.65,49+ mo,1,1,8038.8,1
19,Male,0,0,0,3,Two Year,1,No,DSL,Yes,No,No,No,No,No,1,Bank Transfer,44.86,180.24,80.69,3,2,2.8,2,60.080000000000005,22.43,44.86,0-12 mo,5,1,134.57999999999998,1
57,Female,0,1,0,28,Month-to-Month,1,Yes,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,No Internet,1,Bank Transfer,38.11,1071.87,0.0,0,0,4.1,1,38.28107142857142,38.11,38.11,25-48 mo,0,0,1067.08,0
